Length,Boat,Year,PriceUSD,Type,Use,NofE,Fuel,Hull
33,Hunter Legend 33 ,2004,77846,S,U,S,D,FG
33,International 1006 ,1980,42487,S,U,S,D,FG
33,Island Packet 320 ,2000,90973,S,U,S,D,FG
33,J Boats 33 ,1989,29900,S,U,S,D,FG
33,J Boats J 100 ,2005,89900,S,U,S,D,FG
33,J BoatsJ 100 J/100 J... ,2005,93900,S,U,S,D,FG
33,J Boats J/100 ,2006,119800,S,U,S,D,FG
33,J Boats J/100 ,2007,109900,S,U,S,D,FG
33,J Boats J/100 ,2005,99999,S,U,S,D,FG
33,J Boats J/100 ,2005,89900,S,U,S,D,CP
33,J Boats J/100 ,2005,84500,S,U,S,D,FG
33,J Boats J/100 J100 J 100 ,2005,99900,S,U,S,D,FG
33,J Boats J/100 J100 J 100 ,2005,99000,S,U,S,D,FG
33,J Boats J/100 J100 J 100 ,2006,97500,S,U,S,D,FG
33,J BoatsJ/100,2006,109000,S,U,S,D,FG
33,J Boats J/33,1989,39500,S,U,S,D,FG
33,Jeanneau 33i ,2010,114900,S,U,S,D,FG
33,Jeanneau Melody ,1982,40602,S,U,S,D,FG
33,Jeanneau Sun Fast 3200 ,2009,80048,S,U,S,D,FG
33,Jeanneau Sun Odyssey 33 ,1993,62600,S,U,S,D,FG
33,Jeanneau Sun Odyssey 33 ,1994,46067,S,U,S,D,FG
33,Jeanneau Sun Odyssey 33.1 ,1995,52831,S,U,S,D,FG
33,Jeanneau Sun Odyssey 33.1 ,1996,43103,S,U,O,O,FG
33,Jeanneau Sun Odyssey 33i ,2012,78002,S,U,S,D,FG
33,Jeanneau Sun Odyssey 34.2 ,1997,83742,S,U,S,D,FG
33,Jeanneau Sun Odyssey 34.2 ,1999,70196,S,U,S,D,FG
33,Jeanneau Sun Odyssey 34.2 ,1997,49260,S,U,S,D,FG
33,Jeanneau Sun Odyssey 349 ,2015,179222,S,N,S,D,FG
33,Jeanneau Sun Odyssey 349 ,2014,152706,S,U,S,D,FG
33,Kelsall Suncat 33 ,2008,86205,S,U,T,D,CP
33,Kings Cruiser 33 ,1977,26539,S,U,S,D,FG
33,Marine ProjectsSIGMA 3... ,1986,34355,S,U,S,D,FG
33,Mat 1010 ,2011,156082,S,U,S,D,CP
33,Mat 1010 ,2011,92363,S,U,S,D,CP
33,Mat 1010 IRC Cruiser/Racer ,2011,128832,S,U,S,D,CP
33,Maxi 1000 ,2000,121805,S,U,S,D,FG
33,Maxi 1000 ,1999,107750,S,U,S,D,FG
33,Maxi 1000 ,1997,101504,S,U,S,D,FG
33,Maxi 1000 ,1996,93618,S,U,S,D,FG
33,Maxi 1000 ,1995,78072,S,U,S,D,FG
33,Maxi 1000 ,1994,75738,S,U,S,D,FG
33,Maxi 1000 ,1994,70194,S,U,S,D,FG
33,Mcconaghy Boats Ker 33 ,2014,187392,S,U,S,D,FG
33,Mg 335 ,1989,44506,S,U,S,D,FG
33,Mg RS 34 ,1985,23399,S,U,S,D,FG
33,Mirage 33 ,1981,28320,S,U,S,D,FG
33,Moody 33 ,1979,31224,S,U,S,D,FG
33,Moody 336 ,1990,81203,S,U,S,D,FG
33,Moody 336 ,1989,74957,S,U,S,D,FG
33,Moody 336 ,1994,74879,S,U,S,D,FG
33,Morgan Out Island ,1979,11900,S,U,S,D,FG
33,Morgan Out Island 33 ,1974,12500,S,U,S,D,FG
33,Najad 34 ,1976,45516,S,U,S,D,FG
33,Nauticat 33 ,1980,101504,S,U,S,D,FG
33,Nauticat 33 ,1995,85810,S,U,S,D,FG
33,Nauticat 33 ,1978,78002,S,U,S,D,FG
33,NevinsSparkman & S... ,1939,90000,S,U,S,D,W
33,Newport 33 ,1984,19000,S,U,S,D,FG
33,Newport W/oceanside Sl... ,1986,34900,S,U,S,D,FG
33,Nimbus 33 ,1970,61452,S,U,S,D,FG
33,Nonsuch 33 ,2015,172159,S,U,S,D,FG
33,Pearson 10M ,1977,23000,S,U,S,D,FG
33,Pearson 10M ,1976,22000,S,U,S,D,FG
33,Pearson 10M ,1975,18500,S,U,S,D,FG
33,Pearson 10M ,1975,16900,S,U,S,G,FG
33,Pearson 10M ,1973,12000,S,U,S,D,FG
33,Pearson 10M Sloop Cruiser ,1977,20000,S,U,S,G,FG
33,Pearson 33 ,1987,39900,S,U,S,D,FG
33,Pearson 33 ,1987,39500,S,U,S,D,FG
33,Pearson 33 ,1987,35000,S,U,S,D,FG
33,Pearson 33 ,1986,32000,S,U,S,D,FG
33,Pearson 33 ,1986,31500,S,U,S,D,FG
33,Pearson 33-2 ,1986,34900,S,U,S,D,FG
33,Pearson Sloop ,1972,10000,S,U,S,G,FG
33,Phantom 31 ,1979,15886,S,U,S,D,FG
33,Polaris Yachts Polaris 33 ,1979,30172,S,U,S,D,FG
33,Portsmouth MarineHarri... ,1982,39040,S,U,S,D,ST
33,Precision Boatworks11 ... ,1992,24630,S,U,S,O,CP
33,Puma 37 ,1980,48029,S,U,S,D,FG
33,Ranger 33 ,1973,14750,S,U,S,G,FG
33,Ranger Sloop ,1976,20000,S,U,S,D,FG
33,Ranger ,1975,19900,S,U,S,D,FG
33,Rival 34 ,1984,42944,S,U,S,D,FG
33,Rival 34 ,1972,32794,S,U,S,D,FG
33,Ro 330 ,2001,65270,S,U,S,D,FG
33,Robert Tucker Rolling Wave ,1996,25766,S,U,S,D,ST
33,Salona 34 ,2010,97289,S,U,S,D,FG
33,Salona S33 ,2015,103446,S,N,O,O,FG
33,Salona Salona S 33 ,2014,155000,S,N,S,D,FG
33,San Juan 33S ,1981,7900,S,U,S,D,FG
33,Scanmar 33 ,1985,54648,S,U,S,D,FG
33,Sigma 33 ,1981,37478,S,U,S,D,FG
33,Sigma 33 ,1984,32794,S,U,S,D,FG
33,Sigma 33 ,1980,31154,S,U,S,D,FG
33,Sigma 33 OOD ,1986,32794,S,U,S,D,FG
33,Soca Sailboats LS 10 ,2002,72000,S,U,S,D,FG
33,Soverel 33 ,1985,27500,S,U,S,D,FG
33,Soverel 33 ,1983,10000,S,U,S,G,FG
33,Soverel 33 Republic Built ,1984,22900,S,U,S,D,FG
33,Soverel 33 Republic Built ,1984,20000,S,U,S,G,FG
33,SoverelPerformance Rac... ,1985,14900,S,U,S,D,FG
33,Sparkman & Stephens 34 ,1973,43103,S,U,S,D,W
33,Spaulding Sloop ,1964,12950,S,U,S,G,W
33,Tartan 101 ,2015,225000,S,N,S,D,FG
33,Tartan 101 ,2013,205000,S,U,S,D,FG
33,Tartan 33 ,1980,39000,S,U,S,D,FG
33,Tartan 33 ,1984,34900,S,U,S,D,FG
33,Tartan 33 ,1981,34500,S,U,S,D,FG
33,Tartan 33 ,1980,32900,S,U,S,D,FG
33,Tartan 33 ,1980,27500,S,U,S,D,FG
33,Tartan 33 ,1983,25900,S,U,S,D,FG
33,Tartan 33R ,1984,32900,S,U,S,D,FG
33,Tartan 33R ,1982,26500,S,U,S,D,FG
33,Tartan C&C 99 ,2002,94900,S,U,S,D,FG
33,Tartan T-10 ,1981,16500,S,U,S,D,FG
33,Tartan T33 ,1981,29900,S,U,S,D,FG
33,Tartan T33 ,1980,29900,S,U,S,D,FG
33,Tartan T33 ,1980,21520,S,U,S,D,FG
33,Vismara 34 ,2005,97289,S,U,O,O,CP
33,Watkins 33 Sloop ,1984,19900,S,U,S,D,FG
33,Watkins 33 Sloop ,1983,18500,S,U,S,D,FG
33,Watkins Seawolf ,1986,29500,S,U,S,D,FG
33,Wauquiez Gladiateur ,1982,49120,S,U,S,D,FG
33,Wauquiez Gladiateur 33 ,1977,46840,S,U,S,D,FG
33,Westerly Discus 33 ,1982,46846,S,U,S,D,FG
33,WesterlyDiscus 33 Brid... ,1980,45989,S,U,S,D,FG
33,Westerly Fulmar 33 ,1996,43725,S,U,S,D,FG
33,Westerly Storm 33 ,1987,54656,S,U,S,D,FG
33,Westerly Storm 33 ,1988,51455,S,U,S,D,FG
33,Westerly Storm 33 ,1987,46770,S,U,S,D,FG
33,Winner 10.10 ,2006,116993,S,U,S,D,FG
33,X-Yachts X-102 ,1984,39032,S,U,S,D,FG
33,X-Yachts X-3/4 Ton ,1989,30664,S,U,S,D,CP
33,X-Yachts X-332 ,2003,123149,S,U,S,D,FG
33,X-Yachts X-332 ,2000,107130,S,U,S,D,FG
33,X-Yachts X-332 ,2001,96057,S,U,S,D,FG
33,X-Yachts X-332 ,2000,93471,S,U,S,D,FG
33,X-Yachts X-332 ,1996,92363,S,U,S,D,FG
33,X-Yachts X-332 ,1998,85589,S,U,O,O,FG
33,X-Yachts X-332 ,1997,70196,S,U,S,D,FG
33,X-Yachts X-332 Sport ,2002,116993,S,U,S,D,FG
33,X-Yachts Xp 33 ,2013,149459,S,U,S,D,FG
33,Yamaha 33 ,1978,19500,S,U,S,D,FG
33,Zuanelli 34 ,1983,59112,S,U,S,D,FG
33,Nauticat 33 ,1992,135465,S,U,S,D,FG
32,3/4 Ton Barracuda ,1983,9852,S,U,S,D,FG
32,Albin Nova ,1985,53016,S,U,S,D,FG
32,Aloha 32 Sloop ,1984,33485,S,U,S,D,FG
32,Aphrodite 101 ,1978,25652,S,U,S,D,FG
32,Barbican Barbican 33 ,1982,31154,S,U,S,D,FG
32,Bavaria 31 Cruiser ,2008,85810,S,U,S,D,FG
32,Bavaria 31 Cruiser ,2007,84326,S,U,S,D,FG
32,Bavaria 31 Cruiser ,2008,68964,S,U,S,D,FG
32,Bavaria 31 Holiday ,2009,72659,S,U,S,D,FG
32,Bavaria 32 ,2003,77585,S,U,S,D,FG
32,Bavaria 32 ,2004,73274,S,U,S,D,FG
32,Bavaria 32 ,2002,55418,S,U,S,D,FG
32,Bavaria 32 Cruiser ,2003,61575,S,U,S,D,FG
32,Bavaria 320 ,1989,49137,S,U,S,D,FG
32,Bayfield 32 ,1975,25738,S,U,S,D,FG
32,Bayfield 32C ,1981,24533,S,U,S,D,FG
32,Bayfield 32C CUTTER ,1978,18507,S,U,S,D,FG
32,Beneteau 311 ,2004,67595,S,U,S,D,FG
32,Beneteau 321 ,1996,62456,S,U,S,D,FG
32,Beneteau 321 ,1995,49900,S,U,S,D,FG
32,Beneteau 323 ,2005,89900,S,U,S,D,FG
32,Beneteau 323 ,2007,85994,S,U,S,D,FG
32,Beneteau 323 ,2007,79999,S,U,S,D,FG
32,Beneteau 323 ,2005,79000,S,U,S,D,FG
32,Beneteau 323 ,2006,74890,S,U,S,D,FG
32,Beneteau 323 ,2005,73082,S,U,S,D,FG
32,Beneteau 323 ,2004,54900,S,U,S,D,FG
32,Beneteau 323 Clipper ,2006,60824,S,U,O,O,FG
32,Beneteau 325 ,1986,30128,S,U,S,D,FG
32,Beneteau 32s5 ,1990,44900,S,U,S,D,FG
32,Beneteau 32s5 ,1990,36995,S,U,S,D,FG
32,Beneteau 32s5 First ,1989,33485,S,U,S,D,FG
32,Beneteau F 325 ,1985,28900,S,U,S,D,FG
32,Beneteau First 10R ,2009,119900,S,U,S,D,FG
32,Beneteau First 30 ,2015,144567,S,N,S,D,FG
32,Beneteau First 30 ,2012,126069,S,U,S,D,FG
32,Beneteau First 30 ,2011,123366,S,U,S,D,FG
32,Beneteau First 30 ,2012,123149,S,U,S,D,FG
32,Beneteau First 30 ,2011,120687,S,U,S,D,FG
32,Beneteau First 30 ,2011,87231,S,U,S,D,FG
32,Beneteau First 305 ,1986,28890,S,U,S,D,FG
32,Beneteau First 31.7 ,2000,80048,S,U,S,D,FG
32,Beneteau First 31.7 ,2005,71062,S,U,S,D,FG
32,Beneteau First 31.7 ,2008,66501,S,U,S,D,FG
32,Beneteau First 31.7 ,2002,51600,S,U,S,D,FG
32,Beneteau FIRST 32 ,1983,36945,S,U,S,D,FG
32,Beneteau First 32 ,1984,29900,S,U,S,D,FG
32,Beneteau First 32S5 ,1991,66879,S,U,S,D,FG
32,Beneteau First 33.7 ,2001,69888,S,U,S,D,FG
32,Beneteau First 33.7 GTE ,1998,67733,S,U,S,D,FG
32,Beneteau First 34.7 ,2006,80048,S,U,S,D,FG
32,Beneteau First 34.7 ,2007,69826,S,U,S,D,FG
32,Beneteau Oceanis 31 ,2012,132736,S,U,S,D,FG
32,Beneteau Oceanis 311 ,2003,54656,S,U,S,D,FG
32,Beneteau Oceanis 311 ,2003,39500,S,U,S,D,FG
32,BeneteauOceanis 311 Cl... ,2000,48029,S,U,S,D,FG
32,Beneteau Oceanis 320 ,1988,49893,S,U,S,D,FG
32,Beneteau Oceanis 321 ,1995,46014,S,U,S,D,FG
32,Beneteau Oceanis 323 ,2006,81776,S,U,S,D,FG
32,Beneteau Oceanis 323 ,2006,68964,S,U,S,D,FG
32,Beneteau Oceanis 323 ,2006,68855,S,U,S,D,FG
32,Beneteau Oceanis 323 ,2006,60344,S,U,S,D,FG
32,BeneteauOceanis 323 Cl... ,2004,71365,S,U,S,D,FG
32,BeneteauOceanis 323 Cl... ,2006,67609,S,U,S,D,FG
32,BeneteauOceanis Clippe... ,2002,65579,S,U,S,D,FG
32,Beneteau First 31.7 ,2001,64654,S,U,S,D,FG
32,Beneteau Oceanis 311 ,1999,51723,S,U,S,D,FG
32,Beneteau OceanisClippe... ,2003,51723,S,U,S,D,FG
32,Beneteau. 321 ,1998,59900,S,U,S,D,FG
32,Beneteau.oceanis 323 ,2004,71834,S,U,S,D,FG
32,Berthon 8 Ton Gauntlet ,1939,218624,S,U,S,D,W
32,Bristol Ketch ,1979,19900,S,U,S,D,FG
32,Buchanan 32 ,1990,23424,S,U,S,D,W
32,C&C 32 ,1982,33485,S,U,S,D,FG
32,C&C 32 ,1983,30000,S,U,S,D,FG
32,C&C 32 ,1980,25738,S,U,S,D,FG
32,C&C 32 ,1982,24900,S,U,S,D,FG
32,C&C 32 ,1983,24500,S,U,S,D,FG
32,C&C 32 ,1981,23242,S,U,S,D,FG
32,C&C 32 ,1980,14900,S,U,S,D,FG
32,C&C 32 Centreboard ,1984,26730,S,U,S,D,FG
32,C&C 99 ,2005,89000,S,U,S,D,FG
32,C&C 99 ,2004,89000,S,U,S,D,FG
32,C&C 99 ,2004,85000,S,U,S,D,CP
32,C&C 99 ,2002,81776,S,U,S,D,FG
32,C&C Keel C/B ,1983,22000,S,U,S,D,FG
32,C&C Sloop ,1983,22380,S,U,S,D,FG
32,C&C Yachts 32 ,1980,29900,S,U,S,D,FG
32,C&C Yachts 32 Sloop ,1984,35000,S,U,S,D,FG
32,C&C Yachts 99 ,2008,102435,S,U,S,D,CP
32,Cantieri Del Pardogran... ,2000,61575,S,U,S,D,FG
32,Carter 33 ,1972,19500,S,U,S,D,FG
32,Castro 3/4 Tonner ,1988,22166,S,U,S,D,FG
32,Catalina 320 ,2005,98000,S,U,S,D,FG
32,Catalina 320 ,2004,91500,S,U,S,D,FG
32,Catalina 320 ,2004,89500,S,U,S,D,FG
32,Catalina 320 ,2004,89500,S,U,S,D,FG
32,Catalina 320 ,2000,74900,S,U,S,D,FG
32,Catalina 320 ,1998,69900,S,U,S,D,FG
32,Catalina 320 ,1996,69500,S,U,S,D,FG
32,Catalina 320 ,2000,68500,S,U,S,D,FG
32,Catalina 320 ,2000,66900,S,U,S,D,FG
32,Catalina 320 ,2001,65000,S,U,S,D,FG
32,Catalina 320 ,2001,64500,S,U,S,D,FG
32,Catalina 320 ,1998,63613,S,U,S,D,FG
32,Catalina 320 ,2000,63000,S,U,S,D,FG
32,Catalina 320 ,1994,57990,S,U,S,D,FG
32,Catalina 320 ,1996,56000,S,U,S,D,FG
32,Catalina 320 ,1998,55900,S,U,S,D,FG
32,Catalina 320 ,1994,55000,S,U,S,D,FG
32,Catalina 320 ,1993,49000,S,U,S,D,FG
32,Catalina320 -- DRY-SA... ,1995,48500,S,U,S,D,FG
32,Catalina 320 Fresh Water ,1997,69500,S,U,S,D,FG
32,Chesapeake 32 ,1964,14499,S,U,S,G,FG
32,Class Yachts Class 33 ,2002,71427,S,U,S,D,FG
32,Columbia Sloop ,1977,11900,S,U,S,D,FG
32,Comar Comet 31 S ,2012,92239,S,U,S,D,FG
32,Comar Comet 33 ,2008,73890,S,U,S,D,FG
32,Comet 33 ,2008,73890,S,U,S,O,O
32,Comfortina 32 ,1989,67733,S,U,S,D,FG
32,Compromis 999 ,1992,58560,S,U,S,D,FG
32,Contention 33 ,1976,24568,S,U,S,D,FG
32,Contessa 32 ,1971,57779,S,U,S,D,FG
32,Contessa 32 ,1973,35917,S,U,S,D,FG
32,Contessa 32 ,1972,30061,S,U,S,D,FG
32,Contessa 32 ,1975,22900,S,U,S,D,FG
32,Contest 32 cs ,1982,36822,S,U,S,D,FG
32,Corsair Cruze 970 ,2015,186259,S,N,S,G,FG
32,Cs 33 ,1981,30788,S,U,S,D,FG
32,Custom Yacht ,1974,20390,S,U,S,D,FG
32,Dazcat 995 catamaran ,2015,351360,S,U,S,G,CP
32,Dehler 32 ,2011,128832,S,U,S,D,FG
32,Dehler 32 ,2011,122128,S,U,O,O,FG
32,Dehler 32 ,2010,117112,S,U,S,D,FG
32,Dehler 32 ,2014,98397,S,N,S,D,FG
32,Delphia 33 ,2009,91131,S,U,S,D,FG
32,Dragonfly 1000 ,1996,117120,S,U,S,D,FG
32,Duellist 32 ,1980,35128,S,U,S,D,FG
32,Dufour 32 Classic ,1997,55110,S,U,S,D,FG
32,Dufour 325 Grand Large ,2008,94826,S,U,S,D,FG
32,Dufour 325 Grand Large ,2008,86205,S,U,S,D,FG
32,Dufour 325 Grand Large ,2009,84974,S,U,S,D,FG
32,Dufour Gib Sea 33 ,2003,67733,S,U,S,D,FG
32,Dufour Gib'Sea 33 ,2001,54500,S,U,S,D,FG
32,Dufour Gib'Sea 334 ,1995,53570,S,U,S,D,FG
32,Elan 333 ,2002,77585,S,U,S,G,FG
32,Elan 333 ,1999,77299,S,U,S,D,FG
32,Elan 333 ,1999,50492,S,U,S,D,FG
32,Elan 333 ,2002,49260,S,U,S,D,FG
32,Elan 333 ,2002,45566,S,U,S,D,FG
32,Elan 340 ,2007,98520,S,U,S,D,FG
32,Elan 340 ,2007,97904,S,U,S,D,FG
32,Elan 340 ,2006,97600,S,U,S,D,FG
32,Elan 340 ,2009,97289,S,U,S,D,FG
32,Elan 340 ,2007,75860,S,U,S,D,FG
32,Elan Impression 344 ,2008,98520,S,U,S,D,FG
32,Elan Impression 344 ,2008,92363,S,U,S,D,FG
32,Elan Impression 344 ,2006,72659,S,U,S,D,FG
32,Elan Impression 344 ,2006,70196,S,U,S,D,FG
32,Elite 326 ,1989,32624,S,U,S,D,FG
32,Ericson 31C ,1977,35000,S,U,S,D,FG
32,Ericson 32 ,1987,33500,S,U,S,D,FG
32,Ericson 32 ,1988,32900,S,U,O,O,FG
32,Ericson 32 ,1988,32900,S,U,S,D,FG
32,Ericson 32 ,1988,29000,S,U,S,D,FG
32,Ericson 32-3 ,1988,30000,S,U,S,D,FG
32,Ericson Sloop ,1989,39900,S,U,S,D,FG
32,Evelyn 32 ,1988,17996,S,U,S,G,FG
32,Farr 33 Racer ,2003,54186,S,U,S,D,FG
32,Feeling 32 ,2009,115761,S,U,S,D,FG
32,Feeling 326 ,1988,50752,S,U,S,D,FG
32,Feeling 326 ,1988,42155,S,U,S,D,FG
32,Feeling 326 ,1989,36329,S,U,S,D,FG
32,Freedom Yachts 32 ,1984,16900,S,U,S,D,FG
32,Friendship 33 ,1990,45566,S,U,S,D,FG
32,Gib Sea 31 ,1980,30781,S,U,S,D,FG
32,Grand Soleil 34.1 ,2000,64038,S,U,S,D,FG
32,Hake Seaward32 RK Cent... ,2007,99990,S,U,S,D,FG
32,Hanse 320 ,2008,85000,S,U,S,D,FG
32,Hanse 320 ,2010,73644,S,U,S,D,FG
32,Hanse 325 ,2014,149000,S,U,S,D,FG
32,Hunter 326 ,2003,52900,S,U,S,D,FG
32,Hunter Vision ,1990,39995,S,U,S,D,FG
32,Hunter Vision 32 ,1989,34500,S,U,S,D,FG
32,Dehler 33 ,1996,67733,S,U,S,D,FG
32,Hunter Vision 32 ,1989,29900,S,U,S,D,FG
32,Hunter Vision 32 ,1989,29181,S,U,S,D,FG
32,Hustler 32 MK2 ,1982,37471,S,U,S,D,FG
32,Irwin ,1972,9900,S,U,S,D,FG
32,Island Packet 32 ,1990,79000,S,U,S,D,FG
32,Island Packet 32 ,1990,69000,S,U,S,D,FG
32,Island Packet 32 Sloop ,1991,68900,S,U,S,D,FG
32,Islander 32 ,1977,19900,S,U,S,D,FG
32,Islander 32 ,1977,19000,S,U,S,D,FG
32,J Boat J/32 ,2001,79900,S,U,S,D,FG
32,J Boats J/100 ,2005,135000,S,U,S,D,FG
32,J Boats J/100 ,2006,95500,S,U,S,D,FG
32,J Boats J/100 ,2005,93500,S,U,S,D,FG
32,J Boats J/100 ,2005,89000,S,U,S,D,FG
32,J Boats J/32 ,2000,93000,S,U,S,D,FG
32,J Boats J/32 ,1998,90000,S,U,S,D,FG
32,J Boats J/32 ,2000,83900,S,U,S,D,FG
32,J Boats J/32 J 32 J32 ,1997,99500,S,U,S,D,FG
32,J Boats J/97 J97 J 97 ,2010,140466,S,U,S,D,FG
32,J Boats J/97 J97 J 97 ,2012,159900,S,U,S,D,CP
32,Jeanneau 32 ,2003,59900,S,U,S,D,FG
32,Jeanneau At lia ,1983,31154,S,U,S,D,FG
32,Jeanneau Attalia ,1984,23242,S,U,S,D,FG
32,Jeanneau ATTALIA 32 ,1985,25000,S,U,S,D,FG
32,Jeanneau Sun Fast 32 ,1999,59263,S,U,S,D,FG
32,Jeanneau Sun Fast 3200 ,2011,124920,S,U,S,D,FG
32,Jeanneau Sun Fast 3200 ,2011,124850,S,U,S,D,FG
32,Jeanneau Sun Fast 3200 ,2010,101426,S,U,S,D,FG
32,Jeanneau Sun Fast 3200 ,2011,96057,S,U,S,D,FG
32,Jeanneau Sun Odyssey 32 ,2003,50752,S,U,S,D,FG
32,JeanneauSun Odyssey 32... ,2002,44334,S,U,S,D,FG
32,Jeanneau Sun Odyssey 32i ,2009,49000,S,U,S,D,FG
32,Jeanneau Sun Odyssey 33i ,2014,97289,S,U,S,D,FG
32,Jeanneau Sun Odyssey 34.2 ,2001,65270,S,U,S,O,FG
32,Jeanneau Sun Odyssey 34.2 ,1997,54648,S,U,S,D,FG
32,JeanneauSun Odyssey 34... ,1997,57881,S,U,S,D,FG
32,Jeanneau Symphonie ,1982,24568,S,U,S,D,FG
32,Jeanneau Symphony 32 ,1980,29556,S,U,O,O,FG
32,Jeanneau 32 Attalia ,1984,31419,S,U,S,D,FG
32,Jeanneau Sun Odyssey 33i ,2013,124776,S,U,S,D,FG
32,Jpk Composites JPK 1010 ,2011,153938,S,U,S,D,FG
32,Malcom TennantTurissim... ,1990,50492,S,U,S,G,W
32,Maxi Dolphin MD33 MD 33 ,2007,98520,S,U,S,D,FG
32,Mirage ,1987,30042,S,U,S,D,FG
32,Moody 33 ,1975,42944,S,U,S,D,FG
32,Moody 33 Mk1 ,1978,42085,S,U,S,D,FG
32,Moody Eclipse 33 ,1991,87450,S,U,S,D,FG
32,Morgan 323 ,1983,32000,S,U,S,D,FG
32,Nautic 330 Sport ,2010,81279,S,U,S,D,FG
32,O'day 322 ,1987,9995,S,U,S,D,FG
32,Ontario 32 ,1980,25738,S,U,S,D,FG
32,Ontario 32 Sloop ,1985,38650,S,U,S,D,FG
32,Ontario ,1980,34346,S,U,S,D,FG
32,Pearson 323 ,1978,19800,S,U,S,D,FG
32,Pearson 323 ,1979,18200,S,U,S,G,FG
32,Per RavndahlRavnen 33 ... ,2004,80048,S,U,O,O,CP
32,Quest ,1996,79900,S,U,S,D,FG
32,Quorning BoatsDragonfl... ,1995,104678,S,U,S,D,FG
32,Sabre 32 ,1984,29500,S,U,S,D,FG
32,Sabre CB ,1986,34500,S,U,S,D,FG
32,Sabre Sloop Freshwater ,1986,35900,S,U,S,D,FG
32,Sadler 32 ,1988,46692,S,U,S,D,FG
32,Sadler 32 ,1978,35839,S,U,S,D,FG
32,Sadler 32 Drop keel ,1982,41382,S,U,S,D,FG
32,Sadler 32 shallow fin ,1986,40602,S,U,S,D,FG
32,Salona 33 ,2013,157632,S,U,S,D,CP
32,Salona 34 ,2008,106189,S,U,S,D,FG
32,Salona 34 Race Vinylester ,2008,107141,S,U,S,D,CP
32,Scanmar 33 ,1986,49971,S,U,S,D,FG
32,Seaward 32 ,2011,135000,S,U,S,D,FG
32,Sigma 33 ,1983,36944,S,U,S,D,FG
32,Sigma 33 ,1984,26157,S,U,S,D,FG
32,Sigma 33 ,1980,18731,S,U,S,D,FG
32,Sirena Marine AZUREE 33 ,2011,105909,S,U,S,D,FG
32,Southern Ocean Shipyar... ,1979,23399,S,U,S,D,FG
32,Sparkman & StephensSHE... ,1973,26547,S,U,S,D,FG
32,Sydney 32 ,2004,72588,S,U,S,D,FG
32,Tomcat Boats Tomcat 9.7 ,2012,179000,S,N,T,G,CP
32,Tore Herlin 10 metre Ketch ,1937,104678,S,U,S,D,W
32,Tripp Sloop ,1959,60000,S,U,S,D,W
32,Westerly Fulmar ,1985,46770,S,U,S,D,FG
32,Westerly Fulmar ,1988,40602,S,U,S,D,FG
32,Westerly Fulmar 32 ,1988,44506,S,U,S,D,FG
32,Westerly Fulmar 32 ,1982,39040,S,U,S,D,FG
32,Westerly Pentland ,1975,28031,S,U,S,D,FG
32,Westerly Regatta 31 ,1995,41255,S,U,S,D,FG
32,X-Yachts X-3/4 Ton ,1989,30664,S,U,S,D,CP
32,X-Yachts X-332 ,1998,86205,S,U,S,G,FG
32,X-Yachts X-99 ,1994,51723,S,U,S,D,FG
32,X-Yachts X-99 ,1988,30172,S,U,S,D,FG
32,X-Yachts X102 ,1986,36945,S,U,S,D,FG
32,X-Yachts Xp 33 ,2013,162558,S,U,S,D,CP
32,X-Yachts Xp 33 ,2013,137928,S,U,S,D,FG
31,Allmand 31 ,1980,17500,S,U,S,D,FG
31,Archambault A31 ,2009,120687,S,U,S,D,FG
31,Archambault A31 ,2010,114530,S,U,S,D,FG
31,Archambault A31 ,2009,114530,S,U,S,D,FG
31,Archambault A31 ,2010,110835,S,U,S,D,FG
31,Archambault A31 ,2010,99752,S,U,S,D,FG
31,Archambault A31 ,2010,97289,S,U,S,D,FG
31,Archambault Grand Surprise ,2007,46797,S,U,S,D,FG
31,Archambault SPRINT 95 ,1992,28325,S,U,S,D,FG
31,Azuree 33 Cruiser ,2011,141623,S,U,S,D,O
31,Bavaria 30 ,2006,45566,S,U,S,D,FG
31,Bavaria 30 Cruiser ,2006,62456,S,U,S,D,FG
31,Bavaria 30 Cruiser ,2006,54802,S,U,S,D,FG
31,Bavaria 31 Cruiser ,2009,78002,S,U,S,D,FG
31,Bavaria 31 2008 ,2008,73890,S,U,S,D,FG
31,Beneteau 31 ,2012,110000,S,U,S,D,FG
31,Beneteau 31 ,2008,89000,S,U,S,D,FG
31,Beneteau 311 ,2003,84900,S,U,S,D,FG
31,Beneteau 311 ,2000,59900,S,U,S,D,FG
31,Beneteau 311 ,2000,49900,S,U,S,D,FG
31,Beneteau First 30 ,2012,98508,S,N,S,D,FG
31,Beneteau First 30 ,2014,79924,S,N,S,D,FG
31,Beneteau FIRST 30E ,1982,18411,S,U,S,D,FG
31,Beneteau FIRST 30E S ,1984,19704,S,U,S,D,FG
31,Beneteau First 30ES ,1985,27709,S,U,S,D,FG
31,Beneteau First 30R ,2013,199000,S,U,S,D,CP
31,Beneteau First 31.7 ,2005,74176,S,U,S,D,FG
31,Beneteau First 31.7 ,2006,70194,S,U,S,D,FG
31,Beneteau First 31.7 ,2005,70194,S,U,S,D,FG
31,Beneteau First 31.7 ,2002,67733,S,U,S,D,FG
31,Beneteau First 31.7 ,1999,67733,S,U,S,D,FG
31,Beneteau First 31.7 ,2008,66501,S,U,S,D,FG
