Length,Boat,Year,PriceUSD,Type,Use,NofE,Fuel,Hull
44,Bavaria 44 ,2002,93480,S,U,S,D,FG
44,Bavaria 44 ,2002,84755,S,U,S,D,FG
44,Bavaria 44 / 4 cabins ,2003,68427,S,U,S,D,FG
44,Bavaria 44 AC Deep Keel ,2002,102205,S,U,S,D,FG
44,Bavaria 44 Cruiser ,2003,99000,S,U,S,D,FG
44,Bavaria Bavaria 44 ,2004,1046976,S,U,S,D,FG
44,Bavaria Cruiser 44 ,2003,87248,S,U,S,D,FG
44,Beneteau 44.3 ,2007,98000,S,U,S,O,FG
44,Beneteau 443 ,2006,92900,S,U,S,D,FG
44,Beneteau 44CC ,1999,159500,S,U,S,D,FG
44,Beneteau Cyclades 43.4 ,2006,108437,S,U,S,D,FG
44,Beneteau First 44.7 ,2006,249000,S,U,S,D,FG
44,Beneteau First 44.7 ,2005,249000,S,U,S,D,FG
44,Beneteau First 44.7 ,2004,239900,S,U,S,D,FG
44,Beneteau First 44.7 ,2006,238447,S,U,S,D,FG
44,Beneteau First 44.7 ,2006,224900,S,U,S,D,FG
44,Beneteau First 44.7 ,2005,219999,S,U,S,D,FG
44,Beneteau First 44.7 ,2005,199900,S,U,S,D,FG
44,Beneteau First 44.7 ,2005,195000,S,U,S,D,FG
44,Beneteau First 44.7 ,2005,186960,S,U,S,D,FG
44,Beneteau First 44.7 ,2006,184118,S,U,S,D,FG
44,Beneteau First 44.7 ,2005,160786,S,U,S,D,FG
44,Beneteau First 44.7 ,2004,143336,S,U,S,D,FG
44,Beneteau First 44.7 ,2006,110930,S,U,S,D,FG
44,Beneteau First 45 ,2009,211888,S,U,O,O,FG
44,Beneteau First 45 ,2008,211888,S,U,S,D,FG
44,Beneteau First 45 ,2008,185714,S,U,S,D,FG
44,Beneteau First 45 DK ,2008,261744,S,U,O,O,FG
44,Beneteau Moorings 445 ,1994,95000,S,U,S,D,FG
44,Beneteau Oceanis ,1992,100958,S,U,S,D,FG
44,Beneteau Oceanis 44 CC ,1995,118408,S,U,S,D,FG
44,Beneteau Oceanis 44 CC ,1996,106009,S,U,S,D,FG
44,Beneteau Oceanis 440 ,1992,78446,S,U,O,O,FG
44,Beneteau Oceanis 440 ,1991,59306,S,U,S,D,FG
44,BeneteauOceanis 45 Tea... ,2013,267976,S,U,S,D,FG
44,Beneteau Oceanis 46 ,2008,243048,S,U,S,D,FG
44,Beneteau Oceanis 46 ,2007,149568,S,U,S,D,FG
44,Beneteau Oceanis M445 ,1996,124900,S,U,S,D,FG
44,Benetti 43 Sail ,1982,137104,S,U,S,D,AL
44,Bms 44 Kotter ,1990,110930,S,U,S,D,FG
44,C & C DesignsAluminum ... ,1977,69500,S,U,S,D,AL
44,C&C 44 ,1986,140000,S,U,S,D,FG
44,C&C 44 ,1986,110876,S,U,S,D,FG
44,C&C 44 ,1989,99500,S,U,S,D,FG
44,C&C 44 ,1988,99000,S,U,S,D,FG
44,C&C 44 ,1986,85864,S,U,S,D,FG
44,C&C 44 Wing Keel ,1988,105000,S,U,S,D,FG
44,C&C Custom 44- By Bruckman ,1976,94500,S,U,S,D,FG
44,Cascade 44 High Sides ,1992,89900,S,U,S,D,FG
44,Catalina 445 ,2014,328000,S,U,S,D,FG
44,Catalina 445 ,2011,318000,S,U,S,D,FG
44,Catalina 445 ,2015,294888,S,N,S,D,FG
44,Catalina 445 ,2014,294888,S,N,S,D,FG
44,Catalina 445 ,2010,285000,S,U,S,D,FG
44,Catalina 445 ,2011,315900,S,U,S,D,FG
44,Chris White DesignsExp... ,2004,395000,S,U,S,G,CP
44,Christian JensenCruise... ,1946,345510,S,U,S,D,W
44,Comar COMET45 ,2004,218120,S,U,S,D,FG
44,Comar Genesi 43 ,2002,124640,S,U,S,D,FG
44,Composite Works Frers 44 ,2005,249280,S,U,S,D,FG
44,Dehler 44 SQ ,2008,405080,S,U,S,D,FG
44,Dehler 44 SQ ,2007,311600,S,U,S,D,FG
44,Dufour 44 ,2007,230584,S,U,S,D,FG
44,Dufour 44 ,2004,219000,S,U,S,D,FG
44,Dufour 44 ,2005,204086,S,U,S,D,FG
44,Dufour 44 ,2004,196313,S,U,S,D,FG
44,Dufour 44 ,2006,186960,S,U,S,D,FG
44,Dufour 44 ,2005,167018,S,U,S,D,FG
44,Dufour 44 ,2006,164903,S,U,S,D,FG
44,Dufour 44 ,2004,162032,S,U,S,D,FG
44,Dufour 44 ,2004,153307,S,U,S,D,FG
44,Dufour 44 ,2007,124515,S,U,S,D,FG
44,Dufour 44 ,2004,103451,S,U,S,D,FG
44,Dufour 44 Performance ,2006,199424,S,U,S,D,FG
44,Dufour 44 Performance ,2005,186960,S,U,S,D,FG
44,Dufour 44 Performance ,2006,185714,S,U,S,D,FG
44,Dufour 44 Performance ,2004,173250,S,U,S,D,FG
44,Dufour 44 Performance ,2005,160786,S,U,S,D,FG
44,Dufour 44 Performance ,2008,155177,S,U,S,D,FG
44,Dufour 44 Performance ,2007,115292,S,U,S,D,FG
44,Dufour 44 Race ,2008,511024,S,U,S,D,FG
44,Dufour 445 ,2012,349900,S,U,S,D,FG
44,Dufour 445 Grand Large ,2012,317832,S,U,S,D,FG
44,Dufour 445 Grand Large ,2012,249900,S,U,S,D,FG
44,Dufour 45 Classic ,2000,137104,S,U,S,D,FG
44,Dufour 45 Classic ,2001,112176,S,U,S,D,FG
44,Dufour 45 e Performance ,2010,230584,S,U,S,D,FG
44,Dufour 450 Grand Large ,2015,320853,S,N,S,D,FG
44,Dufour 450 Grand Large ,2013,320853,S,N,S,D,FG
44,Dufour 450 Grand Large ,2014,267145,S,N,S,D,FG
44,Dufour 455 Grand Large ,2008,205656,S,U,S,D,FG
44,Dufour 455 Grand Large ,2006,178235,S,U,S,D,FG
44,Dufour 45E Performance ,2010,243048,S,U,S,D,FG
44,Dufour DUFOUR 44 ,2004,205656,S,U,S,D,FG
44,Dufour DUFOUR 44 ,2004,149443,S,U,S,D,FG
44,DufourDUFOUR 44 PERFOR... ,2005,149568,S,U,S,D,FG
44,Dufour 44 Performance ,2005,270000,S,U,S,D,CP
44,Dufour YachtsDUFOUR 44... ,2009,180728,S,U,S,D,FG
44,Elan 431 ,1998,149198,S,U,S,D,FG
44,Elan 444 Impression ,2014,236816,S,U,S,D,FG
44,Elan 45 ,2002,107190,S,U,S,D,FG
44,Elan 45 ,2001,99587,S,U,S,D,FG
44,Elan 45 ,2003,94230,S,U,S,D,FG
44,Elan 45 ,2003,87123,S,U,S,D,FG
44,Elan 45 ,2003,87123,S,U,S,D,FG
44,Elan 45 ,2002,86002,S,U,S,D,FG
44,Elan 45 ,2002,72291,S,U,S,D,FG
44,Elan 450 ,2011,342760,S,U,S,D,FG
44,Elan 450 ,2008,311600,S,U,S,D,FG
44,Elan 450 ,2008,292904,S,U,S,D,FG
44,Elan 450 ,2008,274208,S,U,S,D,FG
44,Elan 450 ,2008,267976,S,U,S,D,FG
44,Elan 450 ,2008,236816,S,U,S,D,FG
44,Elan Impression 434 ,2007,274900,S,U,S,D,FG
44,Elan Impression 434 ,2007,196313,S,U,S,D,FG
44,Elan Impression 434 ,2007,195000,S,U,S,D,FG
44,Elan Impression 434 ,2008,168264,S,U,S,D,FG
44,Elan Impression 434 ,2007,168264,S,U,S,D,FG
44,Elan Impression 434 ,2006,162032,S,U,S,D,FG
44,Elan Impression 434 ,2008,155800,S,U,S,D,FG
44,Elan Impression 434 ,2007,107190,S,U,S,D,FG
44,Elliott 44CR ,2009,351869,S,U,S,D,FG
44,Eluan (grand Soleil) 44 ,2005,137104,S,U,S,D,FG
44,Equator 44' ,2001,176989,S,U,S,D,FG
44,Experimental Shipyard ... ,1995,623200,S,U,S,D,W
44,F & C ,1979,125000,S,U,O,O,FG
44,F&C 44 KETCH ,1980,95000,S,U,S,D,FG
44,Farr 44 ,1989,148500,S,U,S,D,CP
44,Fast Wave 40 ,1999,81016,S,U,S,D,O
44,Fellows & StewartF&... ,1946,70000,S,U,S,D,W
44,Finngulf 44 ,2001,175000,S,U,S,D,FG
44,Fountaine Pajot Orana ,2009,324064,S,U,S,D,FG
44,Fred Shepherd Gaff Cutter ,1913,124855,S,U,S,D,W
44,Gibert Marine GIB SEA 442 ,1992,94228,S,U,O,O,FG
44,Grand Soleil 45 ,1991,118408,S,U,S,D,FG
44,Gulfstar 44 ,1982,84000,S,U,S,D,FG
44,Hallberg-Rassy 43 ,2003,431888,S,U,S,D,FG
44,Hunter 44 ,2003,152000,S,U,S,D,FG
44,Hunter 44 AC ,2003,189000,S,U,S,D,FG
44,Hunter 44 Deck Salon ,2004,189900,S,U,T,D,FG
44,Hunter 44 DS ,2002,249280,S,U,S,D,FG
44,Hunter 44DS ,2003,179900,S,U,S,D,FG
44,Island Packet 44 ,1995,149900,S,U,S,D,FG
44,Island Packet 440 ,2006,438900,S,U,S,D,FG
44,Island Packet 440 ,2006,399000,S,U,S,D,FG
44,J 44 ,1990,80000,S,U,S,D,FG
44,J Boat J/44,1991,189000,S,U,S,D,FG
44,J Boats J-44 ,1990,139900,S,U,S,D,FG
44,J Boats J/44 ,1992,199000,S,U,S,D,CP
44,J Boats J/44 ,1991,179000,S,U,S,D,FG
44,J Boats J/44 ,1991,159000,S,U,S,D,FG
44,J BoatsJ/44 J 44 J44 S... ,1990,165000,S,U,S,D,FG
44,J Boats J/44 J/44 J44 ,1990,155000,S,U,S,D,FG
44,Janmor 45 ,2001,134611,S,U,S,D,FG
44,Jeanneau 439 ,2015,270700,S,N,S,D,FG
44,Jeanneau 44 ,1989,79900,S,U,S,D,FG
44,Jeanneau 44 Deck Salon ,2015,374124,S,N,S,D,CP
44,Jeanneau 44DS ,2015,277400,S,N,S,D,FG
44,Jeanneau Sun Odyssey 439 ,2015,275968,S,N,S,D,FG
44,Jeanneau Sun Odyssey 439 ,2013,235570,S,U,S,D,FG
44,Jeanneau Sun Odyssey 439 ,2012,186960,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44 DS ,2014,324986,S,N,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2009,249900,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2010,224352,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2009,211888,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2010,162032,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2009,155800,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2009,149568,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2009,145000,S,U,O,O,FG
44,Jeanneau Sun Odyssey 44i ,2009,145000,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2010,139000,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2010,139000,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2009,130000,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2009,124640,S,U,S,D,FG
44,Jeanneau Sun Odyssey 44i ,2009,124640,S,U,S,D,FG
44,Jeanneau Sun Odyssey 45 DS ,2009,299136,S,U,S,D,FG
44,Jeanneau Sun Odyssey 45.1 ,1995,124070,S,U,S,D,FG
44,Jongert Trewes 44 ,1972,367688,S,U,S,D,ST
44,Kelly Peterson 44 ,1981,79900,S,U,S,D,FG
44,Kelly Peterson 44 ,1979,75000,S,U,S,D,FG
44,Kernan 44' IRC Racer ,2009,299000,S,U,S,D,CP
44,Lafitte 44 ,1981,112176,S,U,S,D,FG
44,Lagoon 440 ,2006,498560,S,U,T,D,FG
44,Laurent Giles Cutter ,1969,78517,S,U,S,D,ST
44,Malt InternationalJAVE... ,1991,81016,S,U,S,D,AL
44,Mathis 44 ,1983,72291,S,U,S,D,CP
44,Mc Laughlin Corporatio... ,1983,99712,S,U,S,D,CP
44,Moody 45 DS ,2009,405080,S,U,S,D,FG
44,Najad 440 CC ,2009,585063,S,U,S,D,FG
44,Nautor Swan 44 MKII ,2002,495000,S,U,S,D,FG
44,Nautor Swan 44 MKII ,2000,420000,S,U,S,D,FG
44,Nautor Swan 441 ,1979,173250,S,U,S,D,FG
44,Nautor Swan 441R ,1979,119000,S,U,S,D,FG
44,Nautor Swan 44mkII ,2002,395000,S,U,S,D,FG
44,Nautor Swan 44 ,1974,153291,S,U,S,D,FG
44,Nautor Swan Swan 441 ,1979,246787,S,U,S,D,FG
44,Nautor's Swan 441 ,1979,174496,S,U,O,O,FG
44,Nautor's Swan Swan 44 MKI ,1991,361456,S,U,S,D,FG
44,Nordic Performance Cruiser ,1980,149000,S,U,S,D,FG
44,X-Yachts X-442 MKII ,2002,272962,S,U,S,D,FG
44,X-Yachts X-442 MKII ,2002,223011,S,U,S,D,FG
44,X-Yachts X442 ,1999,205656,S,U,S,D,FG
44,X-Yachts Xp 44 ,2012,517256,S,U,S,D,FG
44,Peterson Pilothouse Custom ,1998,76496,S,U,S,D,FG
44,Reinke12M Special Twin... ,1989,99712,S,U,S,D,ST
44,Reliance 44 ,1981,115603,S,U,S,D,FG
44,Rm Yachts 1350 ,2011,307850,S,U,S,D,O
44,Rm Yachts RM 1350 ,2010,330296,S,U,S,D,O
44,Salona 44 ,2014,297465,S,N,S,D,FG
44,Salona 44 ,2014,246787,S,U,S,D,FG
44,Salona 44 ,2012,223106,S,U,S,D,FG
44,Salona 44 ,2012,218120,S,U,S,D,FG
44,Salona 44 ,2012,218120,S,U,S,D,FG
44,Salona 44 ,2010,218120,S,U,S,D,FG
44,Salona 44 ,2010,218120,S,U,S,D,FG
44,Salona 44 (Vinylester) ,2014,274208,S,U,S,D,CP
44,Salona 44 NEW ,2012,260498,S,U,S,D,FG
44,Salona 45 ,2008,180728,S,U,S,D,FG
44,Salona 45 ,2009,173250,S,U,S,D,FG
44,Salona 45 ,2004,155800,S,U,S,D,FG
44,Salona 45 ,2009,134611,S,U,S,D,FG
44,Salona 45 ,2003,123394,S,U,S,D,FG
44,Salona 45 ,2006,120901,S,U,S,D,FG
44,Salona S44 ,2015,248034,S,N,O,O,FG
44,Swan 441 ,1979,175000,S,U,O,O,FG
44,Tartan 4400 ,2005,399000,S,U,S,D,FG
44,Van De Stadt 44 ,1991,148322,S,U,S,D,FG
44,Vaton 44 ,1992,149568,S,U,S,D,AL
44,Wauquiez Centurion 45s ,2003,236754,S,U,S,D,FG
44,Wauquiez Centurion 45s R/C ,2003,250306,S,U,S,D,FG
44,Wauquiez Centurion 45S RC ,2003,236754,S,U,S,D,FG
44,William Fife Iii 8 Metre ,1924,361456,S,U,S,D,W
44,X 442 MK II ,2001,235570,S,U,S,D,FG
44,X Yachts X 442 ,1993,149568,S,U,S,D,FG
44,X Yachts X 442 MKII ,2002,211888,S,U,S,D,FG
44,X-Yachts 442 ,2000,230584,S,U,S,D,FG
44,X-Yachts 442 MK2 ,1999,205656,S,U,S,D,CP
44,X-Yachts X 442 ,1999,199424,S,U,S,D,FG
44,X-Yachts X-442 ,2001,279000,S,U,S,D,FG
44,X-Yachts X-442 ,2002,206778,S,U,S,D,FG
44,X-Yachts X-442 ,2000,198178,S,U,S,D,FG
44,X-Yachts X-442 Mk.II ,1999,205656,S,U,S,D,FG
43,Alden Sloop ,1993,325000,S,U,S,D,CP
43,Alden Yachts 43 ,1993,335000,S,U,S,D,FG
43,Andrews 43 ,1990,99777,S,U,S,D,FG
43,Art Mare Manhattan 44 ,1983,56088,S,U,S,D,FG
43,Baltic 43 ,1987,190000,S,U,S,D,CP
43,Baltic 43 ,1987,159900,S,U,S,D,FG
43,Baltic 43 ,1986,185714,S,U,S,D,FG
43,Baltic Yachts Baltic 43 ,1987,186960,S,U,S,D,FG
43,Bavaria 42 ,1999,79770,S,U,S,D,FG
43,Beneteau 423 ,2006,189000,S,U,S,D,FG
43,Beneteau 423 ,2005,189000,S,U,S,D,FG
43,Beneteau 423 ,2005,174995,S,U,S,D,FG
43,Beneteau 423 ,2005,165400,S,U,S,D,FG
43,Beneteau 43 ,2012,239900,S,U,S,D,FG
43,Beneteau 43 ,2008,225000,S,U,S,D,FG
43,Beneteau 43 ,2010,219900,S,U,S,D,FG
43,Beneteau 43 ,2008,219900,S,U,S,D,FG
43,Beneteau 430 Tri-cabin ,1987,75000,S,U,S,D,FG
43,Beneteau 432 ,1988,79000,S,U,S,D,O
43,Beneteau 432 ,1988,77500,S,U,S,D,FG
43,Beneteau Cyclades ,2007,180728,S,U,S,D,FG
43,Beneteau Cyclades 43 ,2006,99000,S,U,S,D,FG
43,Beneteau Cyclades 43 ,2007,95000,S,U,S,D,FG
43,Beneteau Cyclades 43 ,2006,95000,S,U,S,D,FG
43,Beneteau Cyclades 43 ,2005,89900,S,U,S,D,FG
43,Beneteau Cyclades 43.3 ,2007,129000,S,U,S,D,FG
43,Beneteau Cyclades 43.3 ,2005,87123,S,U,S,D,FG
43,Beneteau Cyclades 43.4 ,2007,136634,S,U,S,D,FG
43,Beneteau Cyclades 43.4 ,2007,105944,S,U,S,D,FG
43,Beneteau Cyclades 43.4 ,2007,102205,S,U,S,D,FG
43,Beneteau First 42 ,1981,68552,S,U,S,D,FG
43,Beneteau First 42 ,1984,60450,S,U,S,D,FG
43,Beneteau First 42 ,1982,53595,S,U,S,D,FG
43,Beneteau First 435 ,1986,110471,S,U,S,D,FG
43,Beneteau First 435 ,1986,102205,S,U,S,D,FG
43,Beneteau First 44.7 ,2005,193192,S,U,S,D,FG
43,Beneteau OCEANIS 423 ,2005,130273,S,U,S,D,FG
43,Beneteau Oceanis 43 ,2008,169000,S,U,S,D,FG
43,Beneteau Oceanis 43 ,2008,162032,S,U,S,D,FG
43,Beneteau Oceanis 43 ,2007,149568,S,U,S,D,FG
43,Beneteau Oceanis 43 ,2007,148322,S,U,S,D,FG
43,Beneteau Oceanis 43 ,2009,140000,S,U,S,D,FG
43,Beneteau Oceanis 43 ,2008,124640,S,U,S,D,FG
43,BeneteauOceanis 43 / P... ,2008,148322,S,U,S,D,FG
43,Beneteau Oceanis 44 CC ,1998,139775,S,U,S,D,FG
43,Beneteau SENSE 43 ,2011,325000,S,U,S,D,FG
43,Beneteau Sense 43 ,2015,281120,S,N,S,D,FG
43,Bristol43.3 Center Coc... ,1986,140000,S,U,S,D,FG
43,C & C Custom ,1979,59995,S,U,S,D,FG
43,C & C Custom ,1975,59900,S,U,S,D,FG
43,C&C 43 ,1974,124628,S,U,S,D,FG
43,C&C Custom ,1973,225000,S,U,S,D,FG
43,C&C Landfall 43 ,1985,139900,S,U,S,D,FG
43,Canados 44 ,1985,79770,S,U,S,D,FG
43,Cantiere Del PardoGran... ,2006,272962,S,U,S,D,FG
43,Cantiere Del PardoGran... ,2003,180603,S,U,S,D,CP
43,Cantiere Del PardoGran... ,2006,155800,S,U,S,D,FG
43,Cantiere Del PardoGran... ,2011,410066,S,U,S,D,FG
43,Cantiere Del PardoGran... ,2007,272962,S,U,S,D,FG
43,Cantieri Del PardoGRAN... ,2007,286672,S,U,S,D,FG
43,Columbia MK-3 ,1973,39900,S,U,S,D,FG
43,Columbia Sloop ,1970,37000,S,U,S,D,FG
43,Comar Genesi 43 ,2003,230584,S,U,S,D,FG
43,Comar Genesi 43 ,2000,99712,S,U,S,G,CP
43,Comar Genesi 43 ,2002,98466,S,U,S,D,FG
43,Comar Genesi 43 ,2000,90987,S,U,S,D,CP
43,Comar Genesi 43 ,1999,87248,S,U,S,G,FG
43,CustomBrion Rieff/ Spi... ,2006,295000,S,U,S,D,CP
43,David Boyd42 ft 8 Metr... ,1967,188460,S,U,S,D,W
43,Dehler 43 ,1993,87248,S,U,O,O,O
43,Del Pardo GRAND SOLEIL 43 ,2008,235570,S,U,S,D,FG
43,Del Pardo GRAND SOLEIL 43 ,2000,155800,S,U,S,D,FG
43,Dix STEEL CUTTER ,2002,199000,S,U,S,D,ST
43,Dufour 43 Classic ,1999,106343,S,U,S,D,FG
43,Dufour 44 Performance ,2003,196313,S,U,S,D,FG
43,Dufour 44 Performance ,2006,168264,S,U,S,D,FG
43,Dufour 445 Grand Large ,2013,310354,S,U,S,D,FG
43,Dufour Atoll 43 ,1999,143336,S,U,S,D,FG
43,DufourDUFOUR 44 PERFOR... ,2006,185714,S,U,S,D,FG
43,Elan 431 ,1994,56088,S,U,S,D,FG
43,Elan 431 Team ,1997,99712,S,U,S,D,FG
43,Elan 431 Team ,1997,68552,S,U,S,D,FG
43,Elan 431 Team ,1997,66059,S,U,S,D,FG
43,Elan 431 Team ,1996,49731,S,U,S,D,FG
43,Elan 434 ,2006,251778,S,U,S,D,FG
43,Elan 434 IMPRESSION ,2006,130872,S,U,S,D,FG
43,Elan Impression 434 ,2005,264500,S,U,S,D,FG
43,Elan Impression 434 ,2006,231635,S,U,S,D,FG
43,Elan Impression 434 ,2006,154554,S,U,S,D,FG
43,Elan Impression 434 ,2005,129002,S,U,S,D,FG
43,Elan Impression 434 ,2005,117162,S,U,S,D,FG
43,Elan 431 S/80803 ,1994,57334,S,U,S,D,FG
43,Formula 40 ,1999,123394,S,U,T,G,CP
43,Gallinari 43 Carcano ,1977,99712,S,U,S,D,W
43,Gib'sea 44 Master ,1992,125561,S,U,S,D,FG
43,Grand Soleil 43 ,2013,459922,S,U,S,D,CP
43,Grand Soleil 43 ,2008,266200,S,U,S,D,FG
43,Grand Soleil 43 ,2006,251280,S,U,S,D,FG
43,Grand Soleil 43 ,2005,248034,S,U,S,D,FG
43,Grand Soleil 43 ,2005,246787,S,U,S,D,FG
43,Grand Soleil 43 ,2008,235570,S,U,S,D,CP
43,Grand Soleil 43 ,2003,198000,S,U,S,D,FG
43,Grand Soleil 43 ,2002,168264,S,U,S,D,FG
43,Grand Soleil 43 ,2007,162032,S,U,S,D,FG
43,Grand Soleil 43 ,2007,162032,S,U,S,D,FG
43,Grand Soleil 43 ,1999,155800,S,U,S,D,FG
43,Grand Soleil 43 ,1999,155800,S,U,S,D,FG
43,Grand Soleil 43 ,2000,147389,S,U,S,D,FG
43,Grand Soleil 43 ,2000,143336,S,U,S,D,FG
43,Grand Soleil 43 B&C ,2007,246787,S,U,S,D,CP
43,Grand Soleil 43 B&C ,2008,235570,S,U,S,D,FG
43,Grand Soleil 43 Maletto ,2013,494708,S,U,S,D,FG
43,Grand Soleil 43 Maletto ,2013,473632,S,U,S,D,FG
43,Grand Soleil 44 Race ,2003,389900,S,U,S,D,CP
43,Grand SoleilCantieri d... ,2006,286547,S,U,S,D,FG
43,Grand SoleilGrand Sole... ,2015,459000,S,N,S,D,FG
43,Grand Soleil S/606684 ,2000,224352,S,U,S,D,FG
43,Hallberg-Rassy 43 MKII ,2008,520000,S,U,S,D,FG
43,Hans Christian 43 Clas... ,1990,180105,S,U,S,D,FG
43,Hanse 430 ,2009,205656,S,U,S,D,FG
43,Hanse 430 ,2008,199424,S,U,S,D,FG
43,Hanse 430 ,2006,193192,S,U,S,D,FG
43,Hanse 430 ,2011,186960,S,U,S,D,FG
43,Hanse 430 ,2008,160786,S,U,S,D,O
43,Hanse 430 ,2007,143336,S,U,S,D,FG
43,Hanse 430 Competition ,2007,199424,S,U,S,D,FG
43,Hanse 430e ,2008,180728,S,U,S,D,FG
43,Hanse 430e ,2007,180606,S,U,S,D,FG
43,Harmony Harmony 42 ,2005,108664,S,U,S,D,FG
43,Hartley Fijian 43 ,1988,78446,S,U,S,D,FC
43,Hinckley 43 ,1980,159000,S,U,S,D,FG
43,Holman Yawl New build ,2013,109935,S,N,S,O,W
43,Hood / Little Harbor 43 ,1976,55000,S,U,S,D,FG
43,Hunter 410 ,2000,122147,S,U,S,D,FG
43,Hunter 426 DS ,2003,149000,S,U,S,D,FG
43,Hunter 430 ,1997,93900,S,U,S,D,FG
43,Hunter Legend 43 ,1992,118950,S,U,S,D,FG
43,Hunter ,1996,114000,S,U,S,D,FG
43,Ian FranklinBruce Farr... ,1986,84755,S,U,S,D,CP
43,IrwinMark III Center C... ,1989,84900,S,U,S,D,FG
43,J Boat J133 ,2005,329500,S,U,S,D,FG
43,J Boats J/133 ,2006,349000,S,U,S,D,FG
43,J Boats J/133 ,2005,297610,S,U,S,D,FG
43,J Boats J/133 ,2006,292904,S,U,S,D,FG
43,J BoatsJ/133 J 133 J-1... ,2006,350000,S,U,S,D,FG
43,J BoatsJ/133 J 133 J-1... ,2005,299000,S,U,S,D,FG
43,J BoatsJ133 J 133 J/13... ,2005,299000,S,U,S,D,CP
43,J-Boats J 133 ,2005,236816,S,U,S,G,FG
43,Jboat 130 ,1994,184000,S,U,S,D,FG
43,Jeanneau 43 Deck Salon ,2004,209500,S,U,S,D,FG
43,Jeanneau43 Deck Saloon... ,2002,149000,S,U,S,D,FG
43,Jeanneau 439 ,2014,332199,S,N,S,D,FG
43,JeanneauSun Fast 43 *N... ,2004,148945,S,U,S,D,FG
43,Jeanneau Sun Magic 44 ,1990,86002,S,U,S,D,FG
43,Jeanneau Sun Odyssey 42.2 ,1998,134611,S,U,S,D,FG
43,Jeanneau Sun Odyssey 43 ,2002,122440,S,U,S,D,FG
43,Jeanneau Sun Odyssey 43 ,2001,108437,S,U,S,D,FG
43,Jeanneau Sun Odyssey 43 ,2004,99712,S,U,S,D,FG
43,Jeanneau Sun Odyssey 43 ,2002,89741,S,U,S,D,FG
43,Jeanneau Sun Odyssey 43 DS ,2003,130000,S,U,S,D,FG
43,JeanneauSun Odyssey 43... ,2004,105944,S,U,O,O,FG
43,Jeanneau Sun Odyssey 439 ,2013,220613,S,U,S,D,FG
43,Jeanneau Sun Odyssey 43DS ,2001,152061,S,U,S,D,FG
43,Jeanneau Sun Odyssey 44 ,1992,110930,S,U,S,D,FG
43,Jeanneau Sun Odyssey 44 ,1991,81587,S,U,S,D,FG
43,Jeanneau Sun Odyssey 44i ,2009,186960,S,U,S,D,FG
43,Jeanneau Sun Odyssey 45 ,2008,118408,S,U,S,D,FG
43,Landmark 43 ,2008,255512,S,U,S,D,FG
43,Landmark 43 ,2008,252458,S,U,S,D,FG
43,Lifting Keel - Norther... ,2007,185714,S,U,S,D,CP
43,Marine Service VISMARA 45 ,2001,186960,S,U,S,D,FG
43,Mason 43 ,1980,98900,S,U,S,D,FG
43,MorganCatalina/Morgan ... ,1986,79900,S,U,S,D,FG
43,Nautor S&S SWAN 431 ,1976,193192,S,U,S,D,FG
43,Nautor Swan 43 ,1987,223106,S,U,S,D,FG
43,NautorSWAN 43 Cruiser ... ,1970,123394,S,U,S,D,FG
43,Nautor Swan 43 Yawl ,1971,119000,S,U,S,D,FG
43,Nautor Swan 431 ,1977,139000,S,U,S,D,FG
43,Nautor Swan Swan 43 ,1972,123394,S,U,S,D,FG
43,Nautor's Swan 431 R ,1976,186960,S,U,S,D,FG
43,Oyster 435 ,1990,215944,S,U,O,O,FG
43,Pauger RC44 ,2005,133493,S,U,S,D,CP
43,Premier Composites Tec... ,2008,295000,S,U,S,D,CP
43,Reichel-Pugh Cruiser/Racer ,1988,80891,S,U,S,D,FG
43,Robert ClarkBermudan s... ,1962,92581,S,U,S,D,W
43,Saga 43 ,1998,195000,S,U,S,D,FG
43,Satellite44 Competitio... ,2008,479864,S,U,S,D,CP
43,Senior 43 Cruising Yacht ,1997,131699,S,U,S,D,FG
43,Serendipity Aft Cabin ... ,1982,124900,S,U,S,D,FG
43,Southern Ocean Shipyar... ,1973,73538,S,U,S,D,FG
43,Stirling & Son43 ft Ge... ,2012,467224,S,N,S,D,W
43,Sweden Yachts 42 ,2007,522035,S,U,S,D,FG
43,Sweden Yachts 42 ,2006,511024,S,U,S,D,FG
43,Tartan 4300 Centerboard ,2008,370000,S,U,S,D,FG
43,Trintella 44 ,1979,86002,S,U,S,D,FG
43,Var 44 ,2014,198600,S,N,S,D,FG
43,Varianta 44 ,2010,174496,S,U,S,D,FG
43,Varianta 44 ,2014,143336,S,U,S,D,FG
